Número receta, ingredientes
1275,  almendra + azúcar + longan + sake + almendra tierna + ácido cítrico
1276,  aceite de almendra + almendra tierna + aceite de almendra amarga de ciruela + almendra + pasta fresca + aceite de oliva virgen extra + anchoa + trufa negra + cereza + cilantro
1277,  aceite de oliva virgen extra + pasta fresca + sal + mojama + almendra + aceite de almendra + hueva de atún + limón
1278,  corteza de pan + yema de huevo + alga laurencia + caldo de pollo + vinagre de arroz + azúcar + aceite de oliva virgen extra
1279,  berenjena + aceite de oliva virgen extra + mojama + hueva de atún + anchoa + miel + almendra
1280,  rebozuelo + ajo + aceite de oliva virgen extra + caracol + hinojo + pimienta negra + mantequilla + huevo de caracol + cebollino + flor de tomillo + flor de romero + estragón + perifollo
1281,  cordero + ajo + tomillo + cebolla + naranja + aceite de argana + azafrán + almendra tierna + almendra + aceite de almendra + mandarina + flor de mandarino + crema doble + especias Ouarzazate + cilantro
1282,  erizo + lichi en conserva + lima + apio + aceite de semilla de hinojo
1283,  mejillón + panceta ibérica ahumada + patata + azúcar + manzana + pimienta negra + crema doble
1284,  aceite de pipa de calabaza + aceite de avellana + arroz + sal + vinagre de jerez + cuscús de cebada verde + especias Ouarzazate + aceite de nuez de argana + pepino + hinojo + sésamo negro + aceite de sésamo + sésamo blanco + pimiento de Padrón + ahumado + berenjena + albahaca + cacahuete + aceite de cacahuete + aceite de almendra + aceite de almendra amarga de ciruela + almendra tierna + piñón + aceite de piñón + fruta de la pasión + granadilla + tomate + pipa de calabaza + aceite de semilla de hinojo + aceite de nuez + cilantro  + sal
1285,  calabacín + yogur + curry de Madrás + cacahuete + aceite de cacahuete + mandarina + ácido cítrico
1286,  caldo de pollo + trufa negra + nata + berberecho + maíz cocido en conserva + fruta de la pasión
1287,  melón cantaloupe + jamón ibérico + trufa de verano + aceite de trufa blanca + aceite de avellana
1288,  jamón ibérico + tomate cherry + aceite de oliva virgen extra + pan + sal
1289,  tomate verde + caqui + sésamo blanco + aceite de sésamo + melisa + limón + azúcar + sal
1290,  piña verde de pino + aceite de girasol + fruto tierno de ciprés + perrechico + yema de huevo + sal + azúcar + flor de ajo + pimienta negra
1291,  codorniz + ajo + zanahoria + cebolla + laurel + tomillo + romero seco + pimienta negra + aceite de oliva + vinagre de jerez + ostra + vinagre de arroz + azúcar + alga tina
1292,  longueirón + limón + coco + jengibre
1293,  alga dulse + vinagre de arroz + azúcar + alga tina + alga nodu + alga crispus + lechuga de mar + alga carpus + alga lacina + hinojo marino + alga laurencia + alga meloalga + alga codium + alga roja + shiraita kombu + alga uva de mar + sandía + aceite de Sacha Inchi + salicornia + ficoide glaciale + cordifole + germinado de borraja
1294,  espardenya + salsa de soja + sésamo blanco + aceite de sésamo + yuzu + sal de shiso + dashi
1295,  buey de mar + especias Ouarzazate + limón + naranja + cilantro + aceite de semilla de cilantro + cuscús de cebada verde + almendra + mandarina + flor de mandarino + agua de azahar + lechuga de mar + aceite de nuez de argana + cilantro + crema doble
1296,  pollo + sal + vinagre de arroz + azúcar + lechuga de mar + té Earl grey + cebolla + tomillo + pimienta negra
1297,  codorniz + sésamo negro + cebolla + jengibre + galanga + cidronela + ajo + aceite de sésamo + naranja + lima kaffir + miel de romero + vinagre de arroz + salsa de soja + katsuobushi + azúcar + alga nori + mentaiko
1298,  tuétano de ternera + vino tinto + azúcar + chalota + pan + cebollino + crema doble + sal + pimienta negra
1299,  tuétano de ternera + panceta ibérica salada + grasa de jamón ibérico + grosella + ginebra + pasta fresca de malta + aceite de oliva virgen extra + aceite de trufa blanca
1300,  jugo de conejo + hígado de conejo + ajo + laurel seco + romero + aceite de oliva virgen extra + pimienta negra + seso de conejo + molleja de conejo + caracol + pimienta negra + riñón de conejo + huevo de caracol + flor de ajo + flor de tomillo + capullo de margarita en vinagre + uña de gato encurtida
1301,  cordero + ajo + tomillo + cebolla + zanahoria + apio + laurel + pimienta negra + seso de cordero + menta piperita + vinagre de jerez + azúcar + sal + salsa Worcester + mostaza + almendra tierna + capullo de margarita en vinagre
1302,  cereza + azúcar + queso de oveja
1303,  zanahoria + fruta de la pasión + yema de huevo + azúcar + coco + eucalipto + haba tonka + aceite de semilla de hinojo
1304,  pimiento del piquillo en conserva + plátano + yogur griego + estragón + mantequilla + pasta philo
1305,  nata + vainilla + azúcar + avellana + whiskey ahumado + pomelo rosa + yema de huevo
1306,  azúcar + tomate + albahaca + cidronela + yema de huevo + ruibarbo + pistacho + sal
1307,  trufa negra + almendra + almendra amarga + azúcar + yogur + almendra tierna + chirimoya + flor de romero
1308,  gorgonzola + nata + semilla de hinojo + chirimoya + nuez tierna + aceite de nuez
1309,  chocolate + cacao + naranja + harina + mantequilla + azúcar moreno + sal + frambuesa + menta chocolatera + azúcar
1310,  chocolate + té matcha + menta + feuillantine + praliné de avellana + mandarina + cacao + yogur + flor de romero + azúcar + mantequilla + harina
1311,  leche + nata + azúcar + nuez moscada + mango + pan de especias con miel + canela + coco + jengibre + yogur griego + limón + sal ahumada
1312,  leche + nata + azúcar + madera de barrica de whiskey tipo Tennessee + coco + sal + avellana + mantequilla + café + yogur griego + miel + flor de romero + chocolate + menta + almendra + clara de huevo
1313,  huevo + harina + px + leche fermentada + naranja + azúcar + toffe de especias Córdoba + café + albaricoque confitado + albaricoque + albahaca
1314,  coco + nata + azúcar + frambuesa + toffee de frambuesa + licor de anís + aguardiente de frambuesa + almendra amarga + almendra + sal + hierba luisa + te chai + flor de saúco + yogur griego + miel + clara de huevo + azúcar
1315,  mango + azúcar + pimienta negra + hierba luisa + coco + regaliz + chocolate blanco + nata + mantequilla + petazetas + fruta de la pasión + yogur griego + almendra + azúcar + harina
1316,  azúcar + plátano + yogur + huevo + harina + licor de anís + lima + menta + germinado de cilantro
1317,  coco + azúcar + zanahoria + sésamo negro + limón + jengibre + menta + yogur griego
1318,  yema de huevo + azúcar + lavanda + melocotón blanco + canela + toffee de pimienta de Sechuán + melocotón de viña
1319,  fruta de la pasión + sésamo negro + leche + nata + feuillantine + praliné de avellana + yogur griego + chocolate + menta chocolatera + almendra + azúcar + clara de huevo
1320,  huevo + harina + flor de saúco + azúcar + leche + sésamo negro + aceite de girasol + lichi en conserva + rosas + violeta escarchada + yuzu
1321,  frambuesa + hierba luisa + azúcar + haba tonka + mantequilla + cacao + chocolate + harina + toffee de haba tonka
1322,  pistacho + azúcar + te chai + té matcha + pomelo rosa + huevo + limón + mantequilla + violeta escarchada + yuzu
1323,  lima + azúcar + amaretto + lavanda + canela + melocotón de viña + manzana + hoja de lima kaffir + cilantro + albahaca + bergamota + cidronela + jengibre
1324,  azúcar + frambuesa + fruta de la pasión + té matcha + menta + canela + mantequilla + azúcar moreno + cacao + chocolate
1325,  chocolate + naranja confitada + miel de romero + avellana + feuillantine
1326,  frambuesa + chocolate blanco + crema doble + toffee de frambuesa + clara de huevo
1327,  fresa + chocolate
1328,  mandarina + azúcar + licor de mandarina + cacao + chocolate + huevo + maizena
1329,  yema de huevo + azúcar + limón + mantequilla + violeta + croissant + toffee de frambuesa + licor de anís + aguardiente de frambuesa
1330,  piña + coco + azúcar + ron blanco + café + nata + leche + limón + cacao
1331,  leche + azúcar + yema de huevo + chocolate + brioche + harina de malta + sal + menta
1332,  leche + chocolate + mantequilla + mango + azúcar + pimienta negra + cacao + limón + frambuesa + hierba luisa + mantequilla + harina + huevo
1333,  chocolate + eucalipto + aceite de cilantro + chocolate
1334,  sésamo negro + azúcar + praliné de avellana + feuillantine + fruta de la pasión
1335,  fruta de la pasión + chocolate + cacao
1336,  flor de saúco + azúcar + ginebra + limón + martini seco + amaretto + melocotón tierno + almendra tierna
1337,  azúcar + guisante + vodka + lima
1338,  hibisco + azúcar + tequila + triple seco
1339,  vodka + triple seco + lima + azúcar + grosella negra
1340,  azúcar + coco + ron negro + ron blanco + vodka + nata
1341,  quinoa + alga nori + azúcar + sal de shiso
1342,  maíz en conserva + mantequilla + azúcar + cacao + sal gris de Guérande
1343,  jengibre + mango + azúcar
1344,  piña + anís estrellado
1345,  arroz + parmesano + clara de huevo + sésamo blanco
1346,  arroz + parmesano + azúcar + orégano seco
1347,  arroz + parmesano + azúcar + flor de albahaca + lima
1348,  harina de maíz + sal + plátano
1349,  naranja + azafrán + pomelo rosa + sésamo negro + aceite de sésamo + sal
1350,  remolacha + yogur + vinagre
1351,  aceituna negra + corteza de cerdo + azúcar
1352,  nuez + cacao
1353,  manteca de cacao + grosella negra + yogur + pistacho + sal
1354,  mandarina + flor de mandarino + aceite de oliva + cacahuete + aceite de cacahuete + mantequilla + curry de Madrás + sal
1355,  pan + aceituna negra + sobrasada ibérica
1356,  témpura + aceituna negra + comino + hueva de atún + limón
1357,  pistacho tierno + témpura
1358,  mantequilla + orégano seco + pasta philo + queso de cabra + flor de tagete + sal de trufa blanca
1359,  chufa
1360,  pistacho + yogur + nata + yuzu + sal
1361,  sésamo negro + sal + miso amarillo + azúcar + huevo + harina
1362,  pistacho tierno + cáscara de pistacho verde + azúcar + roquefort + sal gris de Guérande
1363,  almendra tierna + aceite de tierra + sal
1364,  sechuan button + flor de tomillo + flor de salvia piña + flor de tagete + flor de violeta + flor de begonia + flor de albahaca morada + azúcar + flor de brécol + flor fresca de borraja
1365,  zanahoria + azúcar + estragón + fruta de la pasión
1366,  wasabi + frambuesa + vinagre de frambuesa + manitol
1367,  ostra + yogur + arrope de px + px + témpura + flor de saúco + limón
1368,  panceta ibérica entreverada ahumada + judía de Santa Pau + jamón ibérico + nata + ajo negro fermentado + pimentón dulce
1369,  mejillón de roca + limón verde + ácido cítrico + naranja + aceite de semilla de hinojo
1370,  piña verde de pino + azúcar + mantequilla + piñón + sal
1371,  sandía + mora silvestre + shiso rojo + yuzu
1372,  médula de atún + huevo + sal + caviar + fingerlime
1373,  erizo + témpura + mandarina verde + sal
1374,  dashi + tinta de calamar + aceite de oliva virgen extra + miso negro
1375,  anchoa + jamón ibérico + pan + yogur + nata + leche + flor de albahaca morada
1376,  aceituna verde + menta + aceite de oliva virgen extra + tomate + pan + albahaca + parmesano
1377,  piña verde de pino + azúcar + nata + piñón tierno + sal
1378,  cajú + anacardo + azúcar + cilantro + yogur griego + levadura + sechuan button + lima kaffir + azúcar efervescente
1379,  tónica Fever-Tree + azúcar + limón + fresa + menta piperita + haba tonka + ginebra
1380,  gorgonzola + leche + manzana + apio + nuez + aceite de nuez + yogur griego
1381,  almendra + lardo curado de cerdo ibérico + vinagre balsámico + hinojo + semilla de pimienta sansho encurtida + rosas + higo + flor de hinojo + sal gris de Guérande + aceite de almendra amarga
1382,  cep + aceite de oliva + sal + aceite de tierra + piñón + minipatata + flor de romero
1383,  perrechico + pasta fresca + alga codium + nuez de macadamia
1384, flor de saúco + azúcar + hueva de mújol + alcachofa tierna + guisante + sal + aceite de almendra + hoja de begonia
1385,  polenta de maíz + parmesano + mantequilla + aceite de oliva virgen extra + nata + azafrán + leche + café + aceite de avellana tostada + alcaparra en vinagre
1386,  espárrago blanco + sal + regaliz + maíz en conserva + mantequilla + yema de huevo + vinagre de Jerez
1387,  jugo de pollo + cidronela + hoja de lima kaffir + cilantro + jengibre + lima + lima kaffir + curry rojo + pomelo rosa + sésamo blanco + coco + guindilla + albahaca + curry de Madrás + aceite de sésamo
1388,  enoki + aceite de avellana + coquina + alga bifurcata
1389,  almendra cristal + aceite de almendra + almendra + almendruco + cereza + mostaza de Dijon + sal  + aceite de almendra amarga de ciruela
1390,  pimiento de Padrón + regaliz + sal gris de Guérande
1391,  aceite de oliva + tomillo seco + romero seco + caracol + hinojo + pimienta negra + flor de romero + flor de tomillo + huevo de caracol
1392,  nuez tierna + aceite de nuez + hierba luisa + aceite virgen de nuez tostado + queso de cabra + ratafía + clavo + café + flor de albahaca + semilla de flor de hinojo + flor de hierba luisa + flor de tomillo + sal
1393,  bacalao + ajo + aceite de oliva + sal + tupinambo + aceite de oliva virgen extra + trufa de verano + pimentón dulce
1394,  almendra + alga laurencia + aceite de almendra + vinagre de Jerez + lechecilla de caballa + aceite de sésamo + yema de huevo + salsa de soja + sal de shiso
1395,  percebe + melocotón de viña + alga codium + caviar + alga laurencia
1396,  pollo + cebolla + cuitlacoche en conserva + pasote + cilantro + plátano + minimazorca de maíz + queso Oaxaca + lima
1397,  maíz tierno + parmesano + maíz en conserva + mantequilla + aguacate + guindilla + cilantro + lima
1398,  ajo + arrope de px + salsa de soja + ajo tierno + ajo negro fermentado + coco + mástic
1399,  urola + pimiento de Padrón + tinta de calamar + pimienta negra + laurel + aceite de oliva virgen extra + pimienta de Tasmania
1400,  guanábana + enebro + anguila ahumada + foie-gras de pato + sal  + pimienta negra + azúcar demerara
1401,  aceite de nuez + flor de saúco + azúcar + cigala + flor de hinojo + limón
1402,  ventresca de caballa + mirin + azúcar + salsa de soja + cidronela + jengibre + lima + lima kaffir + curry rojo + shiso morado + vinagre de arroz + aceituna negra + sésamo negro + aceite de sésamo + pan + cereza + sal de shiso rojo + aceite de carbón
1403,  espardenya + hueva de kálix + jengibre + salsa de soja + vinagre de arroz + azúcar + lechuga de mar + salicornia + sal de shiso + sésamo blanco + sal
1404,  tuétano de ternera + pepino + jengibre + anguila ahumada + azafrán + hoja de capuchina + mostaza de Dijon + aceite de almendra amarga de ciruela + flor de capuchina + lima + sal gris de Guérande + pimienta negra
1405,  cordero + rabo de cordero + jengibre + cidronela + ajo + tomate + cilantro + azúcar mascabado + pimienta de Sechuán + vinagre de arroz + yogur + leche de oveja + cilantro + pimienta negra + capullo de hemerocallis
1406,  jugo de liebre + manzana + grosella negra + trufa negra + sal
1407,  seso de conejo + mantequilla + yogur + nata + salsa Perrin’s
1408,  jugo de tórtola + tórtola + pulpa de cacao + colmenilla china + bambú + jengibre + wasabi + eucalipto + nata + azafrán + hoja de ostra + cacao + azúcar
1409,  café + miel de romero + bourbon + vainilla + plátano + mantequilla + leche + nata + madera de barrica de whiskey tipo Tennessee + azúcar mascabado + avellana + clara de huevo + yogur griego
1410,  azúcar + kirsch + frambuesa + queso cañarejal + aceite de semilla de hinojo
1411,  melocotón rojo + almendra tierna + azúcar + fruto tierno de ciprés
1412,  salsa de soja + azúcar mascabado + jengibre + mandarina + tomate + hojaldre + kumquat + albahaca
1413,  yema de huevo + yuzu
1414,  miel de romero + yogur griego + eucalipto + nata + sésamo blanco + berenjena + café + menta + naranja + regaliz + vinagre balsámico
1415,  azúcar + mora + licor de mora + caramelo Fisherman's Friend
1416,  leche + nata + azúcar + lima + jengibre + sésamo negro + aceite de sésamo + cacao + huevo + chocolate + yogur griego + harina
1417,  aceituna negra + mango + miel de romero + té negro ahumado + chocolate blanco + nata + clara de huevo + naranja + nuez + lima kaffir
1418,  azúcar + leche + fruta de la pasión + sésamo negro + coco + praliné de avellana + café + chocolate
1419,  guisante + azúcar + leche + coco + guisante frito sabor wasabi + yogur griego + limón + plátano + menta piperita
1420,  leche + plátano + café + fruta de la pasión + toffee de vainilla + mantequilla + miel de romero + romero + clara de huevo + maíz en conserva + pan de especias + menta piperita
1421,  coco + mantequilla + azúcar demerara + harina + almendra + yogur + miel de romero + sal + limón + huevo + chocolate + albahaca + baya de saúco + cacao
1422,  leche + nata + amaretto + almendra amarga + almendra + mantequilla + azúcar + harina + cacao + chocolate + cereza + cerveza negra + regaliz + huevo
1423,  frambuesa + lichi en conserva + limón + rosas + yogur griego + vainilla + chocolate blanco + tomate + aceite de oliva virgen extra + pistacho
1424,  toffee de vainilla + pera + hierba luisa + cacao + chocolate + nuez frita + mantequilla + yogur griego + levadura + trufa de verano + aceite de trufa blanca + limón + azúcar + huevo
1425,  grosella negra + caramelo + yogur griego + chocolate + almendra + azúcar demerara + chocolate blanco + huevo + harina + licor de arándano + regaliz + mantequilla
1426,  melocotón blanco + melocotón de viña + azúcar + azafrán + yogur griego + arrope de px + almendra amarga + yogur + amaretto + flor de salvia + maizena + huevo
1427,  leche + nata + azúcar + chocolate + clara de huevo + cacao + mantequilla + azúcar demerara + almendra + praliné de avellana + yogur griego + espéculo + fruta de la pasión + hinojo + harina
1428,  chocolate + nata + quinoa + cacao + azúcar demerara + mantequilla + almendra + pistacho verde + cilantro + shiso morado + baya de saúco + menta + lima + yogur + harina
1429,  leche + nata + jengibre + azúcar + naranja + frambuesa + fruta de la pasión + huevo + azúcar + aceite de sésamo + harina + sésamo negro + chocolate + yogur griego + wasabi + campari
1430,  clara de huevo + regaliz + remolacha + yogur + melocotón rojo + hierba luisa + mantequilla + azúcar moreno + cacao + chocolate con leche + sal + nata + lima + yogur griego + harina
1431,  azúcar demerara + nata + avellana + chocolate + mantequilla avellana + huevo + corteza de cerdo + café + pera + limón + aceite de trufa blanca + yogur griego + toffee + cacao
1432,  manzana + huevo + nata + licor de manzana + regaliz + almendra + azúcar + yogur griego + grosella negra + mantequilla avellana + eucalipto + harina
1433,  azúcar + fresa + pimienta negra + yogur griego + miel de romero + sal + cacao + tomate + aceite de oliva virgen extra + huevo + harina + almendra amarga + almendra + vinagre de jerez + albahaca + amaretto
1434,  mango + azúcar + lima + leche + coco + flor de saúco + huevo + harina + regaliz + ron negro + yogur griego + menta chocolatera
1435,  coco + nata + leche + yema de huevo + vainilla + mantequilla + azúcar moreno + cacao + chocolate + sal + limón + calabaza + menta piperita + jengibre + arrope de px + harina
1436,  chocolate + nata + leche + yema de huevo + huevo + azúcar + harina + feuillantine + praliné de avellana + campari + frambuesa + yogur + cacao + cardamomo verde + menta
1437,  yogur griego + azafrán + leche + nata + huevo + chocolate + chocolate con leche + azúcar + miel de romero + manzana + limón + nuez de macadamia + flor de madreselva
1438,  almendra amarga + almendra + clara de huevo + albaricoque + canela + yogur griego + pipa de calabaza + azúcar + azúcar efervescente + amaretto + limón + huevo + harina
1439,  chocolate blanco + nata + yogur griego + mantequilla + eucalipto + huevo + maizena + limón + piñón + azúcar + café + flor de begonia
1440,  mandarina + azúcar + limón + pistacho + huevo + harina + cacao + sésamo blanco + cardamomo verde + yogur griego + cilantro
1441,  coco + huevo + azúcar + harina + nata + pan de especias con miel + miel de romero + romero + albaricoque + arrope + menta piperita + menta + uva moscatel + acedera
1442,  manzana + azúcar + limón + canela + mantequilla avellana + huevo + harina + almendra + yogur griego + miel de romero + arándano + flor de geranio limón + sésamo negro
1443,  coco + nata + chocolate + leche + azúcar + yema de huevo + curry de Madrás + mantequilla + cacao + miel de romero + plátano + menta piperita + café
1444,  arándano + azúcar + chocolate + nata + mantequilla + leche + violeta + almendra + azúcar mascabado + harina + chocolate blanco + yogur griego + menta chocolatera + grosella negra
1445,  naranja sanguina + limón + azúcar mascabado + yogur + pimienta de Jamaica + remolacha + almendra + huevo + harina + flor de tagete + estebia
1446,  chocolate blanco + manteca de cacao + yogur + fruta de la pasión
1447, mandarina + aguardiente de frambuesa + azúcar + huevo + maizena + rosas + chocolate + flor de albahaca morada
1448,  coco + nata + chocolate + coco fresco tierno
1449,  mandarina + azúcar + té matcha + menta + mantequilla + huevo
1450,  menta piperita + azúcar
1451,  azúcar + grosella negra + azúcar efervescente
1452,  leche + huevo + vainilla + cacao + chocolate + azúcar + harina + miel de romero + pimienta de Sechuán
1453,  fruta de la pasión + azúcar efervescente + clara de huevo
1454,  vinagre de jerez + azúcar + yogur + ácido cítrico + fresa
1455,  azúcar + flor de hinojo
1456,  almendra amarga + almendra + clara de huevo + fresa + azúcar
1457,  vainilla + mango + leche + pan de especias con miel + manteca de cacao
1458,  haba tonka + cacao + azúcar
1459,  coco + feuillantine + praliné de avellana + grosella negra + nata + manteca de cacao
1460,  piña + clara de huevo + coco + cacao
1461,  grosella negra + chocolate + cacao
1462,	azúcar + mezcla de hierbas estomacales + lulo + martini extra dry + ginebra
1463,	azúcar + yuzu + sake + tónica Fever-Tree
1464,	yogur + limón + orujo de hierbas + ginebra + grosella negra + eucalipto + azúcar
1465,	mandarina + flor de mandarina + rosas + canela
1466,	cereza + kirsch + azúcar + nata + nibs de cacao
1467,	albahaca + mango + azúcar
1468,	fruta de la pasión + yogur griego + avellana + azafrán + azúcar + flor de madreselva
1469,	albahaca + parmesano + piñón + tomate + mantequilla + aceite de oliva virgen extra + sal
1470,	minimandarina + sal + azúcar
1471,	higo + trufa negra + aceite de maíz + sal
1472,	sésamo negro + mantequilla + sal + azúcar + alga nori
1473,	amaranto + azúcar + piel de avellana tostada + aceite virgen de avellana tostada + sal
1474,	coco + curry de Madrás
1475,	shiso rojo + vinagre de arroz + azúcar + sal
1476,	piñón + chocolate 99% + sal
1477,	remolacha + yogur + rosas + sal
1478,	remolacha + yogur
1479,	dashi + salsa de soja + pasta de gamba + tofu chino fermentado + cilantro + pimienta de Sechuán + canela + pasta philo + sésamo blanco + aceite de sésamo + lima
1480,	ciruela pasa + aceite de sésamo + salsa de soja + vinagre de arroz + pasta de curry rojo + miso amarillo + cardamomo + pimienta de Sechuán + anís estrellado + canela + pepino + azúcar + vinagre de arroz + corteza de cerdo + pasta brick + cebollino fresco + germinado de cilantro
1481,	remolacha + coco + naranja + vinagre en polvo + sal
1482,	crema doble + queso gorgonzola + fresa + enebro + ginebra + sal gris de Guérande
1483,	queso munster + manitol
1484,	mantequilla + bacon ahumado + yema de huevo + parmesano + nata + pimienta negra + crema doble
1485,	perrechico + nata + aceite de tierra + hoja de capuchina + mostaza de Dijon + sal
1486,	ciruela morada + alga nori + almendra tierna + aceite virgen de almendra amarga de ciruela + miel de romero + sal de shiso rojo + sal + almendra amarga + yogur + azúcar + almendruco + ciruela morada + alga nori + vinagre de umeboshi
1487,	perifollo
1488,	coco + menta + aceite de cacahuete + curry de Madrás + sal + coco + aceite de carbón + sal
1489,	vinagre de vino tinto + chalota + hoja de ostra
1490,	nuez + mantequilla + miso amarillo + aceite de nuez + tofu chino fermentado + vainilla + sal + espárrago blanco + flor de tagete + nuez + mantequilla + miso amarillo + aceite de nuez + dashi + yuzu + rábano + flor de tagete + aceite de almendra amarga de ciruela + sal de umeboshi + cereza
1491,	longueirón + salsa de soja + dashi + lima + jengibre + alga codium + alga laurencia + aceite de sésamo
1492,	albahaca + nuez + parmesano + piñón + aceite de oliva virgen extra + ajo + nata + limón + tinta de calamar + sepieta + flor de albahaca + menta
1493,	coquina + aceite de oliva virgen extra + parmesano + perejil + pimienta negra + limón
1494,	mozzarella de búfala + leche + fresita de bosque + albahaca + miel de madroño + eucalipto
1495,	mandarina + flor de mandarino + pipa de calabaza + aceite de pipa de calabaza + sal
1496,	almendra + almendra amarga + azúcar + yogur + almendruco + sal + aceite de almendra amarga de ciruela
1497,	dashi + yuzu + rábano + raifort + mostaza de Dijon + té Rooibos + aceite de almendra amarga de ciruela + sal de umeboshi + flor de violeta + lima + wasabi + sechuan button
1498,	shiso rojo + azúcar + aceite de cacahuete tostado + vinagre de umeboshi + quinoa + cacahuete + crema doble + curry de Madrás + sal de shiso
1499,	nuez + pato + curaçao + canela + cebolla + ajo + grasa de foie-gras de pato + albaricoque + flor de agastache albaricoque + cacao + enebro + cardamomo verde + azúcar de palma + naranja
1500,	jugo de carne + tendón de ternera + tuétano de ternera + caldo de pollo + consomé + estragón + menta piperita + vinagre de jerez + salsa Worcester + azúcar + cebollino + pimienta negra + sal de Guérande
1501,	té con jazmín + flor de mandarino + mandarina + agua de azahar + rosas + flor de saúco + azúcar + flor de begonia blanca + cajú + manteca de cacao + guindilla + eucalipto + jazmín + mástic + fingerlime + amaranto + hoja de capuchina + germinado de amaranto + germinado de albahaca + germinado de perifollo
1502,	tomate + pimienta negra + albahaca + mango + azúcar + aceite de oliva virgen extra + aceituna muerta de Aragón + ajo negro fermentado + vinagre balsámico
1503,	yema de huevo + dashi + salsa de soja + wasabi + aceite de sésamo + sésamo blanco + yuzu + sal de shiso
1504,	flor de saúco + nuez de macadamia + pulpa de cacao + hoja de capuchina + jengibre + azúcar + vinagre balsámico
1505,	maíz en conserva + hierba luisa + cilantro + caldo de pollo + jugo de pollo + cuitlacoche en conserva + pasote + mole rojo + germinado de cilantro + lima
1506,	azúcar + lulo + albahaca + trufa negra + aceite de maíz + yogur griego + grasa de foie-gras de pato + cacao + sal gris de Guérande + pimienta negra
1507,	aceite de piñón + piña verde de pino + piñón tierno + caviar de esturión
1508,	nuez + fruta de la pasión + miniendivia + aceite de nuez + roquefort + crema doble + nuez tierna + estragón + sal gris de Guérande
1509,	anchoa + trufa negra + mangostán + menta piperita + mostaza tradicional
1510,	coco fresco tierno + coco + caviar de esturión
1511,	mejillón + alga laurencia + ciruela morada + aceite de almendra amarga de ciruela
1512,	nuez de Brasil + trufa negra + grosella negra + sal gris de Guérande
1513,	minialcachofa + trufa negra + alcachofa + aceite de oliva virgen extra + trufa de verano + anchoa + hueva de caracol + pimienta negra
1514,	yema de huevo + jengibre + dashi + yuzu + yogur + té verity + sal de shiso rojo + hueva de kálix + aceite de sésamo
1515,	nabo daikon + dashi + clara de huevo + hueva de kálix + erizo + hoja de ostra + yuzu + fingerlime + flor de borraja
1516,	menta + jamón ibérico + guisante + cebolla + ajo tierno + aceite de oliva virgen extra + grasa de jamón ibérico + butifarra negra + licor de anís + canela + pimienta negra + flor de guisante + eucalipto
1517,	pipa de girasol + aceite de Sacha Inchi + yogur + nata + alga nemallium + sandía + aguacate
1518,	ajo negro fermentado + almendra tierna + calamondín + mantequilla + ficoide glaciale + flor de ajo + sal + ajo negro fermentado + almendra tierna + jugo de pollo + piñón + azúcar + melocotón + yogur + canela + flor de ajo + flor de agastache albaricoque
1519,	shiso rojo + vinagre de arroz + hígado de rape + pimienta negra + ciruela morada + alga nori + sal de umeboshi + aceite de almendra amarga de ciruela + sal
1520,	jugo de liebre + tripa de bacalao + anguila ahumada + azafrán + panceta ibérica salada + pitahaya blanca + aceite de tierra + guindilla + germinado de borraja
1521,	percebe + consomé + trufa negra + grasa de foie-gras de pato + alga bifurcata + ficoide glaciale
1522,	anémona de mar + ostra + rosas + eneldo + calamondín + seso de conejo + guindilla + aceite de Sacha Inchi + sal + pimienta negra
1523,	holoturia + espardenya + jugo de cerdo + sésamo blanco + grasa de jamón ibérico + alga meloalga + alga nemallium
1524,	anguila ahumada + amaranto + pepino + lima + jengibre + negrito + minipepino en flor + flor de borraja + hoja de ostra + sal gris de Guérande + aceite de tierra
1525,	nuez de macadamia + flor de saúco + cidra-poma + negrito + mantequilla avellana + yuzu
1526,	enoki + aceite de avellana + pollo + jengibre + tomate + azúcar de palma + pimienta de Sechuán + salsa de soja + cidronela + aceite de sésamo + vinagre de arroz + panceta ibérica salada + yuzu + abalone + sake + germinado de cilantro + aceite de oliva virgen extra + alga codium
1527,	azúcar + cacao + jugo de liebre + grasa de foie-gras de pato + sal + flor de romero + flor de tomillo + brandy
1528,	shitake + cidronela + jengibre + pimienta de Sechuán + cilantro + salsa de soja + grasa de jamón ibérico + castañuela de cerdo ibérico + ajo + salsa de judía negra fermentada + cactus echevaría + lima
1529,	jamón ibérico + rabo de cochinillo + jengibre + tofu chino fermentado + ajo + aceite de oliva + tofu fresco + melón Cantaloupe + aceite esencial de jazmín + flor fresca de miniclavel + germinado de cilantro + sal
1530,	pomelo rosa + limón + estragón + manzana Granny Smith + crema doble + miel de abeto
1531,	bolas de ciprés verde + azúcar + grosella negra + mozzarella + sal + café
1532,	piña verde de pino + azúcar + jazmín + eucalipto + flor de saúco + sechuan button + miel de girasol + flor de begonia blanca + flor de cabeza de dragón + flor de albahaca + flor de borraja + ácido cítrico + manitol + miel de madroño
1533,	leche + trufa negra + azúcar + chocolate 99% + manteca de cacao + cacao
1534,	manzana Granny Smith + aguardiente de manzana
1535,	leche + azúcar + chocolate + chocolate 99% + frambuesa + remolacha + clara de huevo + rosas + naranja + mantequilla + grosella negra + almendra + arroz inflado + harina de almendra + yogur griego + sal + azúcar
